,neighborhood,latitude,longitude,name,categories
297,Centro,-22912443,-43166533,PÃ³ de CafÃ©,"Cafes, Snack bars, Sweets"
298,Centro,-2291279,-43166604,CafÃ© Pimpinela,"Cafes, Snack bars, Sweets"
299,Centro,-22915918,-43177405,Restaurante e Lanchonete Princesa da Lapa Ltda,"Cafes, Snack bars, Sweets"
300,Centro,-22912486,-43173998,CafÃ© Baroni,"Cafes, Snack bars, Sweets"
301,Centro,-22912407,-43174624,Safran,"Cafes, Snack bars, Sweets"
302,Centro,-22913685,-43179422,Tic Tac,"Cafes, Snack bars, Sweets"
303,Centro,-22911262,-4317353,Normandi Restaurante,"Cafes, Snack bars, Sweets"
304,Centro,-22910256,-43174573,Nutriz AlimentaÃ§Ã£o SaudÃ¡vel,"Cafes, Snack bars, Sweets"
305,Centro,-22910705,-43176967,"Cafeteria Municipal, ComÃ©rcio de Cafe, Salgados, Doces e Beb","Cafes, Snack bars, Sweets"
306,Humaitá,-229563,-43198568,Sanduka,"Cafes, Snack bars, Sweets"
307,Botafogo,-2295528,-43192333,Sweetie Cupcake,"Cafes, Snack bars, Sweets"
308,Botafogo,-22955024,-43192452,Com.cafÃ©,"Cafes, Snack bars, Sweets"
309,Botafogo,-22956062,-43196617,CafÃ© BotÃ¢nica,"Cafes, Snack bars, Sweets"
310,Humaitá,-22955845,-43196424,Sabor Perfeito,"Cafes, Snack bars, Sweets"
311,Humaitá,-2295705,-43198962,Cachorro Quente Oliveira,"Cafes, Snack bars, Sweets"
312,Botafogo,-22955304,-43192647,Memphis Belle CafÃ©,"Cafes, Snack bars, Sweets"
313,Humaitá,-229563,-43198568,Boomerang Mix,"Cafes, Snack bars, Sweets"
314,Humaitá,-22954676,-43196865,Papo Informal,"Cafes, Snack bars, Sweets"
315,Humaitá,-22955162,-43196732,Mercado das DelÃ­cias,"Cafes, Snack bars, Sweets"
316,Humaitá,-22958477,-43198808,CafÃ© Hum,"Cafes, Snack bars, Sweets"
317,Botafogo,-22954496,-43194635,CafÃ© Claquete - AICinema,"Cafes, Snack bars, Sweets"
318,Botafogo,-229513,-43194622,CristÃ³vÃ£o CafÃ© na Casa de Rui Barbosa,"Cafes, Snack bars, Sweets"
319,Jardim Botânico,-22960719,-43206829,Lanchonete Rio Malange,"Cafes, Snack bars, Sweets"
320,Humaitá,-22956125,-43197936,DelÃ­cias da Batata Lanches,"Cafes, Snack bars, Sweets"
321,Botafogo,-22956005,-43197682,Dieu CafÃ© BistrÃ´,"Cafes, Snack bars, Sweets"
322,Botafogo,-22953695,-43191103,NelÃ­stika Lanchonete,"Cafes, Snack bars, Sweets"
323,Ipanema,-22983406,-43209316,Nespresso,"Cafes, Snack bars, Sweets"
324,Ipanema,-22984154,-43203248,EmpÃ³rio GrÃ£o & Cia,"Cafes, Snack bars, Sweets"
325,Ipanema,-22983906,-43208261,Le P'tit CafÃ©,"Cafes, Snack bars, Sweets"
326,Ipanema,-22983158,-43202597,Gringo Cafe,"Cafes, Snack bars, Sweets"
327,Ipanema,-229844,-4320614,Monica PondÃ© | CafÃ© Etc.,"Cafes, Snack bars, Sweets"
328,Ipanema,-2298306,-43209245,Alessandro & Frederico CafÃ©,"Cafes, Snack bars, Sweets"
329,Ipanema,-22984506,-43203068,ArmazÃ©m do CafÃ©,"Cafes, Snack bars, Sweets"
330,Ipanema,-22984126,-43209646,GrÃ£o Espresso,"Cafes, Snack bars, Sweets"
331,Ipanema,-22982175,-43209223,Boa Sorte,"Cafes, Snack bars, Sweets"
332,Botafogo,-22984699,-4320163,CafÃ© des AmÃ­s,"Cafes, Snack bars, Sweets"
333,Ipanema,-229839,-43207194,ArmazÃ©m do CafÃ©,"Cafes, Snack bars, Sweets"
334,Botafogo,-22984274,-43201672,DcaffÃ¨ CafÃ© & BistrÃ´,"Cafes, Snack bars, Sweets"
335,Ipanema,-22983907,-43202991,Via Verde CafÃ©,"Cafes, Snack bars, Sweets"
336,Ipanema,-22983474,-43202605,Nusa CafÃ© BistrÃ´,"Cafes, Snack bars, Sweets"
337,Botafogo,-22984382,-43205575,Figaro CafÃ©,"Cafes, Snack bars, Sweets"
338,Botafogo,-22984408,-43199302,Racaffe.,"Cafes, Snack bars, Sweets"
339,Ipanema,-22985066,-43204776,Camarim CafÃ©,"Cafes, Snack bars, Sweets"
340,Ipanema,-22981074,-43202422,CafÃ© Costura,"Cafes, Snack bars, Sweets"
341,Ipanema,-22984493,-43197108,Big NÃ©ctar,"Cafes, Snack bars, Sweets"
342,Ipanema,-22980366,-43202907,KbÃ§Ã£o Lanches,"Cafes, Snack bars, Sweets"
343,Ipanema,-22986404,-43199161,Ponto. de Comer e Beber,"Cafes, Snack bars, Sweets"
344,Ipanema,-22984492,-43198426,Big Nectar,"Cafes, Snack bars, Sweets"
345,Ipanema,-2298408,-43211527,La Cantine CafÃ©,"Cafes, Snack bars, Sweets"
346,Ipanema,-22984222,-43208269,Louzieh Doces CafÃ©,"Cafes, Snack bars, Sweets"
347,Ipanema,-22986395,-43196903,Jack Beer,"Cafes, Snack bars, Sweets"
348,Ipanema,-22984187,-43203186,CafÃ© Ubaldo,"Cafes, Snack bars, Sweets"
349,Ipanema,-22984467,-43203381,CafÃ© dos Autores,"Cafes, Snack bars, Sweets"
350,Ipanema,-22984163,-43204189,Mega Matte,"Cafes, Snack bars, Sweets"
351,Ipanema,-22984057,-43204626,The Bakers - Ipanema,"Cafes, Snack bars, Sweets"
352,Ipanema,-22984358,-43205261,Cafe Leon,"Cafes, Snack bars, Sweets"
353,Ipanema,-22984526,-43197046,Cafe e Bar Rio Arda Ltda ME,"Cafes, Snack bars, Sweets"
354,Ipanema,-22984366,-4319447,Bar e Lanches Flor de Minas,"Cafes, Snack bars, Sweets"
355,Ipanema,-22984366,-4319447,Baristi Cafee,"Cafes, Snack bars, Sweets"
356,Ipanema,-22980952,-43210073,CafÃ© MourthÃ©,"Cafes, Snack bars, Sweets"
357,Ipanema,-22984017,-43211526,ArmazÃ©m do CafÃ© - Ipanema II,"Cafes, Snack bars, Sweets"
358,Ipanema,-22984077,-43211653,Vanilla CaffÃ¨,"Cafes, Snack bars, Sweets"
359,Jardim Botânico,-22965088,-43222365,La Bicyclette,"Cafes, Snack bars, Sweets"
360,Jardim Botânico,-22964923,-4322004,DC LÃ¡ em Cima,"Cafes, Snack bars, Sweets"
361,Gávea,-22975894,-43228144,GÃ¡vea Garden BistrÃ´,"Cafes, Snack bars, Sweets"
362,Gávea,-22975406,-4322738,Beach Sucos,"Cafes, Snack bars, Sweets"
363,Gávea,-22975349,-43228445,D.r.i. CafÃ©,"Cafes, Snack bars, Sweets"
364,Jardim Botânico,-22966635,-43226725,PraÃ§a CafÃ©,"Cafes, Snack bars, Sweets"
365,Gávea,-22970409,-43224751,Garden CafÃ©,"Cafes, Snack bars, Sweets"
366,Gávea,-22975126,-43228502,CafÃ© EstaÃ§Ã£o,"Cafes, Snack bars, Sweets"
367,Gávea,-22975252,-43228505,AteliÃª CulinÃ¡rio,"Cafes, Snack bars, Sweets"
368,Gávea,-22975361,-43227943,Cultura CafÃ©,"Cafes, Snack bars, Sweets"
369,Gávea,-22965349,-43237757,SalÃ£o de CafÃ©,"Cafes, Snack bars, Sweets"
370,Ipanema,-22970322,-43223118,Vanilla CaffÃ©,"Cafes, Snack bars, Sweets"
371,Jardim Botânico,-22965294,-43226887,Lavoura CafÃ© EmpÃ³rio,"Cafes, Snack bars, Sweets"
372,Gávea,-22974115,-43227161,Lanchonete Dias Santos,"Cafes, Snack bars, Sweets"
373,Jardim Botânico,-2296435,-43222787,Alle Caffe - Jardim BotÃ¢nico,"Cafes, Snack bars, Sweets"
374,Gávea,-22975406,-4322738,Gula Burguer's Bar e Lanchonete,"Cafes, Snack bars, Sweets"
375,Botafogo,-22975575,-43228262,Rei do Mate,"Cafes, Snack bars, Sweets"
376,Gávea,-22975665,-43228453,Casa do PÃ£o de Queijo,"Cafes, Snack bars, Sweets"
377,Gávea,-22975794,-4322833,Soho CafÃ© - Shopping da GÃ¡vea,"Cafes, Snack bars, Sweets"
378,Gávea,-22976125,-43229028,Cafe e Bar Campeao da Simpatia Ltda ME,"Cafes, Snack bars, Sweets"
379,Jardim Botânico,-2296502,-4321998,Luna Clara,"Cafes, Snack bars, Sweets"
380,Jardim Botânico,-22962629,-43203738,Armazen di cafe,"Cafes, Snack bars, Sweets"
381,Humaitá,-22960879,-43208087,Pin Pin Sumos,"Cafes, Snack bars, Sweets"
382,Jardim Botânico,-22960593,-43208143,Megamatte Jardim BotÃ¢nico,"Cafes, Snack bars, Sweets"
383,Ipanema,-22961388,-43207956,Enredo CafÃ©,"Cafes, Snack bars, Sweets"
384,Leblon,-22963985,-43202641,Butik OrgÃ¢nicos,"Cafes, Snack bars, Sweets"
385,Laranjeiras,-22938541,-4319093,Clara CafÃ©,"Cafes, Snack bars, Sweets"
386,Laranjeiras,-22934348,-4318763,CafÃ© Ponto,"Cafes, Snack bars, Sweets"
387,Laranjeiras,-22934459,-43185626,Bumerangue,"Cafes, Snack bars, Sweets"
388,Laranjeiras,-22935553,-43184899,Cafeteria - CC,"Cafes, Snack bars, Sweets"
389,Laranjeiras,-22938749,-43190182,Coffee Shop Perinatal,"Cafes, Snack bars, Sweets"
390,Leblon,-22984846,-43225536,Talho Capixaba,"Cafes, Snack bars, Sweets"
391,Leblon,-22985291,-43228056,Envidia,"Cafes, Snack bars, Sweets"
392,Leblon,-22982928,-43226368,CafÃ© Severino,"Cafes, Snack bars, Sweets"
393,Leblon,-22983987,-43221876,Balada Sumos,"Cafes, Snack bars, Sweets"
394,Leblon,-22986176,-43228077,ArmazÃ©m do CafÃ©,"Cafes, Snack bars, Sweets"
395,Leblon,-22984468,-43222892,Empada Brasil - Leblon,"Cafes, Snack bars, Sweets"
396,Leblon,-22983875,-43221246,Ci Bistrot et CafÃ©,"Cafes, Snack bars, Sweets"
397,Leblon,-22982251,-4321782,Focaccia,"Cafes, Snack bars, Sweets"
398,Leblon,-22985491,-43226367,Bica da Rainha,"Cafes, Snack bars, Sweets"
399,Leblon,-22983843,-43217356,Le Bon CafÃ©,"Cafes, Snack bars, Sweets"
400,Leblon,-22983809,-4322137,Casa do Pao de Queijo,"Cafes, Snack bars, Sweets"
401,Leblon,-22983533,-43218415,ZazÃ¡ BistrÃ´ CafÃ©,"Cafes, Snack bars, Sweets"
402,Leblon,-22983945,-4321968,ArmazÃ©m do CafÃ©,"Cafes, Snack bars, Sweets"
403,Leblon,-22985144,-43226296,Con CafÃ©,"Cafes, Snack bars, Sweets"
404,Leblon,-22986125,-43228891,Zum CafÃ©,"Cafes, Snack bars, Sweets"
405,Leblon,-22979419,-43222395,CafÃ© Hum,"Cafes, Snack bars, Sweets"
406,Leblon,-22983145,-43218782,"Amorim ChÃ©ri PÃ¢tisserie, Bistro e CafÃ©","Cafes, Snack bars, Sweets"
407,Leblon,-22982503,-43217826,MÃ¼ller CafÃ© & Bar,"Cafes, Snack bars, Sweets"
408,Leblon,-22981745,-43217808,Nostro Caffe,"Cafes, Snack bars, Sweets"
409,Leblon,-22984468,-43222892,Casa do PÃ£o de Queijo,"Cafes, Snack bars, Sweets"
410,Leblon,-22983631,-43222182,Bazzar CafÃ© - Shopping Leblon,"Cafes, Snack bars, Sweets"
411,Leblon,-22985385,-43228121,Leblon Soho Artigos para Presentes e Cafeteria,"Cafes, Snack bars, Sweets"
412,Leblon,-22980617,-43222549,Zaffiro,"Cafes, Snack bars, Sweets"
413,Leblon,-22984297,-43220817,Top Dog Leblon Bar e Lanchonete,"Cafes, Snack bars, Sweets"
414,Leblon,-22985821,-43228382,Gian Luca CafÃ©,"Cafes, Snack bars, Sweets"
415,Leblon,-22985658,-43228566,AteliÃª CulinÃ¡rio,"Cafes, Snack bars, Sweets"
416,Leblon,-22986173,-43228202,Jhf Leblon Cafe Ltda ME,"Cafes, Snack bars, Sweets"
417,Leblon,-22983638,-43219296,Kopenhagen - Rio Design Leblon,"Cafes, Snack bars, Sweets"
418,Leblon,-22978358,-43224377,CafÃ© e Bar Guri,"Cafes, Snack bars, Sweets"
419,Leblon,-2298356,-43218604,Noz Moscada Confeitaria,"Cafes, Snack bars, Sweets"
420,Leblon,-2298244,-43217824,Batata Inglesa - Shopping Leblon,"Cafes, Snack bars, Sweets"
421,Leblon,-22982377,-43217823,CafÃ© do Ponto - Leblon Shopping,"Cafes, Snack bars, Sweets"
422,Leblon,-22979076,-43219563,Repoque Lanchonete,"Cafes, Snack bars, Sweets"
423,Leblon,-22982314,-43217821,The Fifties - Shopping Leblon,"Cafes, Snack bars, Sweets"
424,Leblon,-22983362,-43217658,Lanchonete e Bar Senegal,"Cafes, Snack bars, Sweets"
425,Leme,-22962437,-43168414,Natu Sucos,"Cafes, Snack bars, Sweets"
426,Leme,-22963211,-43174392,TortÃ­ssima CafÃ©,"Cafes, Snack bars, Sweets"
427,Leme,-22963693,-43172772,Salsalito,"Cafes, Snack bars, Sweets"
428,Leme,-22962533,-43168353,Aroma de CafÃ©,"Cafes, Snack bars, Sweets"
429,Copacabana,-2296225,-43174871,CafÃ© e Bar Princesa Isabel,"Cafes, Snack bars, Sweets"
430,Urca,-22953832,-43167017,Beco das Letras CafÃ©,"Cafes, Snack bars, Sweets"
431,Leme,-22962148,-43168595,Imperador,"Cafes, Snack bars, Sweets"
432,Leme,-22964536,-43173232,Deck Zero Nove,"Cafes, Snack bars, Sweets"
433,Leme,-22964596,-43173359,CafÃ© Fleuri,"Cafes, Snack bars, Sweets"
434,Urca,-22954552,-43169982,PodrÃ£o do Marcio,"Cafes, Snack bars, Sweets"
435,Copacabana,-22964208,-43175043,Ponto do aÃ§ai lanches,"Cafes, Snack bars, Sweets"
436,São Conrado,-22996361,-43263663,Cafe figaro,"Cafes, Snack bars, Sweets"
437,Gávea,-22996133,-43259369,Rubro CafÃ©,"Cafes, Snack bars, Sweets"
438,Botafogo,-22957627,-43176329,CafÃ© Baroni,"Cafes, Snack bars, Sweets"
439,Urca,-22956085,-43175979,Chez Bela Cafeteria,"Cafes, Snack bars, Sweets"
440,Urca,-22950558,-43176851,GR Cafe,"Cafes, Snack bars, Sweets"
441,Urca,-22953097,-43176535,Pousada Visconde de MauÃ¡,"Cafes, Snack bars, Sweets"
442,Leme,-22956296,-43176423,Geneal - Shopping Rio Sul,"Cafes, Snack bars, Sweets"
443,Botafogo,-22956705,-43176495,CafÃ© Hum,"Cafes, Snack bars, Sweets"
444,Leme,-22956513,-43176616,Nutty Bavarian - Rio Sul Shopping,"Cafes, Snack bars, Sweets"
445,Leme,-22956576,-43176618,Mr. Pretzels - Rio Sul Shopping,"Cafes, Snack bars, Sweets"
446,Botafogo,-22956639,-43176619,Rei do Mate,"Cafes, Snack bars, Sweets"
447,Botafogo,-2295641,-43176927,CafÃ© PetrÃ³polis,"Cafes, Snack bars, Sweets"
448,Botafogo,-2295707,-43177131,Casa do Pao de Queijo,"Cafes, Snack bars, Sweets"
449,Centro,-22905123,-43178653,Confeitaria Colombo,"Cafes, Snack bars, Sweets"
450,Centro,-22905934,-43179174,Casa CavÃ©,"Cafes, Snack bars, Sweets"
451,Centro,-22911428,-43185076,Fazenda Paradiso CafÃ©,"Cafes, Snack bars, Sweets"
452,Centro,-22903152,-43182934,EspaÃ§o Arte Brasil Gourmet,"Cafes, Snack bars, Sweets"
453,Centro,-22900931,-43181815,CafÃ© Capital,"Cafes, Snack bars, Sweets"
454,Centro,-22903183,-43176411,Fika CafÃ©s Especiais,"Cafes, Snack bars, Sweets"
455,Centro,-22902336,-43177395,CafÃ© Vommaro,"Cafes, Snack bars, Sweets"
456,Centro,-22903107,-43176911,ArmazÃ©m do CafÃ©,"Cafes, Snack bars, Sweets"
457,Centro,-22901377,-431817,Art CafÃ©,"Cafes, Snack bars, Sweets"
458,Centro,-22904952,-43177896,Chua Lanches e Sorveteria Ltda,"Cafes, Snack bars, Sweets"
459,Centro,-22899476,-43180463,Special Coffee,"Cafes, Snack bars, Sweets"
460,Centro,-22906314,-43179183,CafÃ© do Bom CachaÃ§a da Boa,"Cafes, Snack bars, Sweets"
461,Centro,-22906947,-43176564,Leiteria Mineira,"Cafes, Snack bars, Sweets"
462,Centro,-22906929,-43177316,Queridinha CafÃ©,"Cafes, Snack bars, Sweets"
463,Centro,-22903601,-43181377,MegaMatte,"Cafes, Snack bars, Sweets"
464,Centro,-22902315,-43174321,CafÃ© Baroni - EdifÃ­cio Bolsa do Rio,"Cafes, Snack bars, Sweets"
465,Centro,-22907468,-43175949,O Cravo Bem Temperado,"Cafes, Snack bars, Sweets"
466,Centro,-22902402,-43177271,Crepe DelÃ­cia,"Cafes, Snack bars, Sweets"
467,Glória,-22909572,-43178006,CafÃ© & Etc,"Cafes, Snack bars, Sweets"
468,Centro,-22904271,-43173301,LerCafÃ©,"Cafes, Snack bars, Sweets"
469,Centro,-22901214,-43187154,Carioca ao Ponto,"Cafes, Snack bars, Sweets"
470,Centro,-22904942,-43183542,Organzza Cafe,"Cafes, Snack bars, Sweets"
471,Centro,-22908815,-43185767,Sol Nascente CafÃ© & Creperia,"Cafes, Snack bars, Sweets"
472,Centro,-2290559,-4318293,CafÃ© Baroni,"Cafes, Snack bars, Sweets"
473,Centro,-2290971,-43182777,Galeria CafÃ©,"Cafes, Snack bars, Sweets"
474,Centro,-22905574,-43181659,CafÃ© Cultural,"Cafes, Snack bars, Sweets"
475,Centro,-22902134,-43184478,CafÃ© Passos,"Cafes, Snack bars, Sweets"
476,Centro,-2290211,-43182847,Degustarte CafÃ©,"Cafes, Snack bars, Sweets"
477,Centro,-22905636,-43185001,Nagib 80,"Cafes, Snack bars, Sweets"
478,Centro,-22901953,-4318278,Cafeteria & Papelaria,"Cafes, Snack bars, Sweets"
479,Centro,-22909556,-43182585,Rio Metropolitan CafÃ©,"Cafes, Snack bars, Sweets"
480,Centro,-22909267,-43181449,Fran's Cafe,"Cafes, Snack bars, Sweets"
481,Centro,-22904409,-43179389,Recanto do CafÃ©,"Cafes, Snack bars, Sweets"
482,Centro,-22903294,-43179676,BistrÃ´ Delight,"Cafes, Snack bars, Sweets"
483,Centro,-22902091,-43180207,CafÃ© da Sofis,"Cafes, Snack bars, Sweets"
484,Centro,-22907824,-4318223,CafÃ© Tiradentes,"Cafes, Snack bars, Sweets"
485,Centro,-22902432,-43177334,California Coffee,"Cafes, Snack bars, Sweets"
486,Centro,-22904403,-43187543,CristÃ³vÃ£o,"Cafes, Snack bars, Sweets"
487,Centro,-2290208,-43177514,CompÃ£o,"Cafes, Snack bars, Sweets"
488,Centro,-22905799,-43176913,Casa Velha,"Cafes, Snack bars, Sweets"
489,Centro,-22899641,-43181471,"MM CafÃ©, Sucos & Lanches","Cafes, Snack bars, Sweets"
490,Centro,-22900211,-43180167,EstaÃ§Ã£o CafÃ©,"Cafes, Snack bars, Sweets"
491,Centro,-22897143,-43181348,CristÃ³vÃ£o,"Cafes, Snack bars, Sweets"
492,Centro,-22899415,-43181654,Vanilla CaffÃ© - Rio de Janeiro,"Cafes, Snack bars, Sweets"
493,Centro,-22898181,-43179441,Dom Divino CafÃ©,"Cafes, Snack bars, Sweets"
494,Centro,-22899916,-43179282,Gula Carioca,"Cafes, Snack bars, Sweets"
495,Centro,-22903104,-43188892,Cafeteria Gourmet,"Cafes, Snack bars, Sweets"
496,Botafogo,-22947591,-43183116,Lindt,Retail
497,Botafogo,-22951636,-43184655,Livraria da Travessa,Retail
498,Botafogo,-22949048,-43184343,Droga Raia,Retail
499,Botafogo,-22952829,-4318506,Hortifruti,Retail
500,Botafogo,-22950856,-43185515,Drogaria Venancio,Retail
501,Botafogo,-22955184,-43183172,Supermercado Zona Sul,Retail
502,Botafogo,-2295544,-43175148,Arezzo Rio Sul - CalÃ§ados,Retail
503,Botafogo,-22947561,-43183052,Botafogo Praia Shopping,Retail
504,Botafogo,-22954139,-4317794,Casa & Gourmet Shopping,Retail
505,Botafogo,-22955651,-43186131,Feira Livre,Retail
506,Botafogo,-22954401,-4317757,Kopenhagen,Retail
507,Botafogo,-229561,-43185891,Special Adventure,Retail
508,Urca,-2295654,-43176805,Spicy,Retail
509,Botafogo,-22956739,-43176433,Mr. Cat,Retail
510,Botafogo,-22944626,-43185304,Supermercado Zona Sul,Retail
511,Botafogo,-2294957,-43185045,Drogarias Pacheco,Retail
512,Botafogo,-22956925,-43176563,"Redley, Ltda",Retail
513,Botafogo,-2295747,-4317758,CantÃ£o,Retail
514,Botafogo,-22956085,-43175979,Timberland,Retail
515,Leme,-22956835,-43176373,Elle Et Lui,Retail
516,Urca,-22949428,-43177765,Shell Select,Retail
517,Botafogo,-22945976,-43185775,Mercado Bambina,Retail
518,Botafogo,-22955377,-43180416,Audi Center,Retail
519,Botafogo,-22949284,-43182466,D Vitaminas,Retail
520,Botafogo,-22947561,-43183052,Fragrance,Retail
521,Botafogo,-22952407,-43186807,Drogarias Pacheco,Retail
522,Botafogo,-22956955,-43176627,TIM,Retail
523,Botafogo,-22945961,-43182623,Supermarket,Retail
524,Botafogo,-22946485,-43183027,Loja Americana,Retail
525,Botafogo,-22947473,-43182737,Fricote,Retail
526,Botafogo,-22945702,-43182694,Papelaria Beira Mar,Retail
527,Botafogo,-22949052,-431829,Amoedo,Retail
528,Botafogo,-22951515,-43175953,Rio Triumph,Retail
529,Botafogo,-22949392,-43185224,Casas Pedro,Retail
530,Botafogo,-22952684,-43183175,Lev,Retail
531,Botafogo,-22950902,-43185468,Banca da Kiara,Retail
532,Botafogo,-22949259,-43186104,Supermercado Zona Sul,Retail
533,Botafogo,-22954404,-43181396,Drogaria Pacheco,Retail
534,Botafogo,-22947473,-43182737,Lojas Americanas,Retail
535,Botafogo,-22950612,-43182498,Supermercados Mundial,Retail
536,Botafogo,-22956672,-43176557,Vivo,Retail
537,Botafogo,-22956835,-43176373,"Farmalife: FarmÃ¡cia, Medicamentos, Tele Entrega, Botafogo, Rio de Janeiro RJ",Retail
538,Botafogo,-22951886,-43186104,Med Shop,Retail
539,Botafogo,-22953434,-43184886,Yen Motors ComÃ©rcio,Retail
540,Botafogo,-22942581,-43182181,Drogaria Ric,Retail
541,Botafogo,-22953781,-4318364,Azzurra Fiat,Retail
542,Botafogo,-22954811,-43184229,Petz,Retail
543,Botafogo,-22955832,-43178608,Auto Center Express Car,Retail
544,Botafogo,-22949401,-43188115,Pet Food Botafogo,Retail
545,Botafogo,-22956612,-43179065,Mercadinho,Retail
546,Flamengo,-22931896,-4317904,Casas Pedro,Retail
547,Flamengo,-22931158,-43176827,Hortifruti Flamengo,Retail
548,Catete,-22931402,-43175892,JLM Papelaria,Retail
549,Ipanema,-2292966,-43177231,Drogaria Venancio,Retail
550,Catete,-22918919,-43177665,Feira Livre da GlÃ³ria,Retail
551,Catete,-22928642,-43177457,Havaianas,Retail
552,Catete,-22931283,-4317848,Lupo,Retail
553,Catete,-22932029,-43177475,Livraria Galileu Largo do Machado,Retail
554,Flamengo,-22934701,-43175594,Supermercado Zona Sul,Retail
555,Catete,-22931194,-43177957,Drogarias Pacheco,Retail
556,Catete,-22931555,-43178719,Galeria Condor,Retail
557,Glória,-22926,-43176767,Lubepi MÃ³veis,Retail
558,Glória,-22924927,-43176616,Supermercado Princesa - Catete,Retail
559,Laranjeiras,-22932101,-43181053,Lojas Americanas,Retail
560,Flamengo,-22927353,-43177113,Sempre MÃºsica Discos,Retail
561,Flamengo,-22927805,-43176747,Beto Sapateiro,Retail
562,Catete,-22928308,-43176885,American Pet,Retail
563,Catete,-22928368,-43177012,Losan CalÃ§ados,Retail
564,Catete,-22929031,-4317709,Lojas Chama,Retail
565,Centro,-2292401,-43177722,Mercearia do Pedro,Retail
566,Catete,-22926114,-43175954,Junta Local Museu da RepÃºblica,Retail
567,Catete,-22929697,-43177043,Milena Cimimnali,Retail
568,Catete,-22930932,-43178327,Galeria Extra Largo do Machado,Retail
569,Catete,-22931363,-4317884,Dangel Joalheiros,Retail
570,Catete,-22926952,-43175347,Bazar e Cutelaria SOS do Catete,Retail
571,Laranjeiras,-22931131,-43177956,PÃ© de Boi,Retail
572,Catete,-22931248,-43178335,Mahogany,Retail
573,Catete,-2292781,-43180449,Ana Paula Ã“tica,Retail
574,Laranjeiras,-22933631,-43185857,Droga Raia,Retail
575,Catete,-22931607,-43177904,Drogaria Extra,Retail
576,Catete,-2293161,-43177779,Lojas Renner,Retail
577,Flamengo,-22931992,-4317898,Athayd's Moda e Esporte,Retail
578,Flamengo,-22931171,-43176517,Supermercado Zona Sul,Retail
579,Laranjeiras,-22932563,-43180575,Galeria Solar de Laranjeiras,Retail
580,Catete,-2292619,-43176772,Rede Ultra Supermercado,Retail
581,Flamengo,-22934252,-43177152,Oops!,Retail
582,Flamengo,-22934349,-43175457,Clube do Ralphie Pet Shop,Retail
